GeneSymbol,LFC.ave,regulatory.function,matrix.family,Chromosome,Coverage,Direction,Top10,ori,catogory,Group,Male_biased,Female_biased
SULT1C4,-0.9,none,,1,151,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SULT1E1,-0.88,none,,4,62,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SULT1E1,-0.870000005,none,,4,57,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SULT4A1,-0.644999981,none,,1A,47,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
SULT4A1,-0.81,none,,1A,60,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SULT4A1,-0.789999992,none,,1A,63,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SULT6B1,0.610000014,none,,3,10,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
SULT6B1,-0.905,none,,3,212,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SULT6B1,-0.894999981,none,,3,146,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SUMF1,-0.769999981,none,,12,21,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
SUMF1,-0.9,none,,12,36,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SUMF1,-0.829999983,none,,12,29,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SUMF2,0.769999981,none,,19,21,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
SUMF2,-0.92,none,,19,36,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SUMF2,-0.879999995,none,,19,37,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SUMO1,0.91,none,,7,15,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
SUMO1,0.920000017,none,,7,18,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
SUMO2,1.07,none,,18,10,1up_LDtoNS_H_mtof,Top10.up,LDtoNS_H_mtof,mtof,LDtoNS,1,0
SUN1,0.933333337,none,,14,35,1up_LD_H_mtof,Top10.up,LD_H_mtof,mtof,LD,1,0
SUN1,-0.589999974,none,,14,16,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
SUN1,-0.639999986,none,,14,12,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SUN1,-0.89,none,,14,18,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SUN2,0.649999976,none,,1A,13,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
SUPT20H,0.770000011,TF,transcription cofactor,1,24,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
SUPT20H,-0.594999999,TF,transcription cofactor,1,27,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SUPT3H,-0.569999993,TF,transcription cofactor,3,19,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
SUPT3H,-0.629999995,TF,transcription cofactor,3,19,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SUPT3H,-0.92,TF,transcription cofactor,3,34,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SUPT3H,-0.859999984,TF,transcription cofactor,3,33,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SUPT3H,-0.585000009,TF,transcription cofactor,3,17,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
SUPT4H1,0.680000007,none,,19,10,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
SUPT4H1,0.850000024,none,,19,20,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
SUPT6H,0.649999976,none,,19,16,1up_FW_H_mtof,,FW_H_mtof,mtof,FW,1,0
SUPT6H,0.75,none,,19,29,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
SUPT6H,-0.569999993,none,,19,18,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
SUPT6H,-0.810000002,none,,19,11,2dw_SDT_H_mtof,Top10.dw,SDT_H_mtof,mtof,SDT,0,1
SUPT7L,0.879999995,TF,transcription cofactor,3,15,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
SUPV3L1,-0.649999976,none,,6,62,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SURF1,-0.629999995,none,,17,15,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SURF1,-0.8675,none,,17,27,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SURF1,-0.850000024,none,,17,65,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SURF2,1.03,none,,17,12,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
SURF2,-0.699999988,none,,17,15,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SURF4,0.89,none,,17,21,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
SURF4,0.829999983,none,,17,35,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
SURF4,-0.72999999,none,,17,23,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SUSD1,0.784999996,none,,Z,38,1up_CB_H_mtof,Top10.up,CB_H_mtof,mtof,CB,1,0
SUSD1,1,none,,Z,68,1up_LD_H_mtof,Top10.up,LD_H_mtof,mtof,LD,1,0
SUSD1,0.814999998,none,,Z,71,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
SUSD1,0.879999995,none,,Z,67,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
SUSD2,0.805000007,none,,15,42,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
SUSD2,0.810000002,none,,15,10,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
SUSD2,-0.74000001,none,,15,27,2dw_CB_H_mtof,Top10.dw,CB_H_mtof,mtof,CB,0,1
SUSD2,-0.670000017,none,,15,13,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SUSD2,-0.87,none,,15,51,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SUSD2,-0.860000014,none,,15,140,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SUSD3,-1,none,,12,10,2dw_LD_H_mtof,Top10.dw,LD_H_mtof,mtof,LD,0,1
SUSD3,-0.899999976,none,,12,17,2dw_SDT_H_mtof,Top10.dw,SDT_H_mtof,mtof,SDT,0,1
SUSD3,-0.91,none,,12,94,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SUSD3,-0.895000011,none,,12,86,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SUSD4,-0.589999974,none,,3,18,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SUSD5,-0.93,none,,2,75,2dw_LDtoNS_H_mtof,Top10.dw,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SUSD5,-0.905000001,none,,2,77,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SUV39H2,0.779999971,TF,"epigenetic factor, histone modification, methyltransferase, transcription cofactor",1A,12,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
SUV39H2,-0.9,TF,"epigenetic factor, histone modification, methyltransferase, transcription cofactor",1A,29,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SUV39H2,-0.849999994,TF,"epigenetic factor, histone modification, methyltransferase, transcription cofactor",1A,30,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SUV420H1,-0.600000024,none,,5,23,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
SUV420H1,-0.699999988,none,,5,32,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SUZ12,0.655000001,TF,"epigenetic factor, polycomp group, transcription cofactor",18,14,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
SUZ12,-0.50999999,TF,"epigenetic factor, polycomp group, transcription cofactor",18,12,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
SUZ12,-0.534999996,TF,"epigenetic factor, polycomp group, transcription cofactor",18,23,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
SUZ12,-0.639999986,TF,"epigenetic factor, polycomp group, transcription cofactor",18,16,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SV2A,-1.019999981,none,,25,12,2dw_LD_H_mtof,Top10.dw,LD_H_mtof,mtof,LD,0,1
SV2B,0.720000029,none,,10,50,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
SV2B,-0.579999983,none,,10,10,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
SV2B,-0.649999976,none,,10,16,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SV2C,0.800000012,none,,Z,13,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
SV2C,0.579999983,none,,Z,19,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
SV2C,0.670000017,none,,Z,46,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
SVEP1,0.620000005,none,,Z,88,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
SVEP1,0.790000021,none,,Z,35,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
SVEP1,-0.769999981,none,,Z,12,2dw_FW_H_mtof,Top10.dw,FW_H_mtof,mtof,FW,0,1
SVEP1,-0.9,none,,Z,717,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SVEP1,-0.889999986,none,,Z,646,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SVIL,-0.590000003,none,,2,39,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
SVIL,-0.655000001,none,,2,34,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SVIL,-0.88,none,,2,231,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SVIL,-0.86500001,none,,2,288,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SVIL,-0.764999986,none,,2,19,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
SVIP,-0.93,none,,5,23,2dw_LDtoNS_H_mtof,Top10.dw,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SVIP,-0.889999986,none,,5,26,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SVOPL,0.699999988,none,,1A,15,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
SVOPL,-0.8575,none,,1A,140,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SVOPL,-0.860000014,none,,1A,125,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SWAP70,-0.584999979,none,,5,38,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
SWAP70,-0.730000019,none,,5,44,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
SWI5,-0.84,none,,17,29,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SWT1,0.810000002,none,,8,92,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
SWT1,-0.569999993,none,,8,19,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
SWT1,-0.704999984,none,,8,27,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SWT1,-0.81,none,,8,10,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SWT1,-0.819999993,none,,8,10,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYAP1,-0.670000017,none,,1,11,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SYBU,0.875,none,,2,19,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
SYBU,1.120000005,none,,2,32,1up_SDtoNS_H_mtof,Top10.up,SDtoNS_H_mtof,mtof,SDtoNS,1,0
SYBU,-0.920000017,none,,2,10,2dw_CB_H_mtof,Top10.dw,CB_H_mtof,mtof,CB,0,1
SYBU,-0.670000017,none,,2,10,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SYBU,-0.75,none,,2,10,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
SYCE3,-0.94,none,,1A,40,2dw_LDtoNS_H_mtof,Top10.dw,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYCE3,-0.910000026,none,,1A,40,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYCP2,0.649999976,none,,20,16,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
SYCP2,-0.910000026,none,,20,299,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYCP3,0.670000017,none,,1A,10,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
SYCP3,-0.709999979,none,,1A,10,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SYCP3,-0.89,none,,1A,60,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYCP3,-0.894999981,none,,1A,125,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYDE2,-0.560000002,none,,8,29,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
SYDE2,-0.84,none,,8,43,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYDE2,-0.849999994,none,,8,43,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYF2,0.680000007,none,,23,10,1up_FW_H_mtof,,FW_H_mtof,mtof,FW,1,0
SYF2,-0.685000003,none,,23,14,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
SYF2,-0.920000017,none,,23,23,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYK,0.649999976,none,,Z,20,1up_FW_H_mtof,,FW_H_mtof,mtof,FW,1,0
SYK,0.680000008,none,,Z,62,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
SYK,0.779999971,none,,Z,22,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
SYK,-0.710000009,none,,Z,10,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SYK,-0.92,none,,Z,162,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYK,-0.884999991,none,,Z,155,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYN2,-0.620000005,none,,12,20,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
SYN3,0.82,none,,1A,41,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
SYN3,-0.660000026,none,,1A,32,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
SYN3,-0.573333323,none,,1A,38,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SYN3,-0.605000019,none,,1A,31,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
SYNC,-0.87,none,,23,23,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYNC,-0.899999976,none,,23,23,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYNCRIP,-0.925000012,none,,3,17,2dw_SDT_H_mtof,Top10.dw,SDT_H_mtof,mtof,SDT,0,1
SYNCRIP,-0.879999995,none,,3,58,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYNDIG1,-0.50999999,none,,3,16,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
SYNDIG1,-0.730000019,none,,3,13,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
SYNDIG1,-0.77,none,,3,29,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYNDIG1,-0.75999999,none,,3,26,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYNDIG1L,-0.694999993,none,,5,11,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
SYNDIG1L,-0.89,none,,5,35,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYNDIG1L,-0.900000006,none,,5,36,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYNDIG1L,-0.694999993,none,,5,22,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
SYNE1,-0.689999998,none,,3,13,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
SYNE2,0.610000014,none,,5,10,1up_FW_H_mtof,,FW_H_mtof,mtof,FW,1,0
SYNE2,-0.699999989,none,,5,15,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SYNE2,-0.9125,none,,5,105,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYNE2,-0.870000005,none,,5,114,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYNE2,-0.839999974,none,,5,16,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
SYNE3,0.860000014,none,,5,12,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
SYNE3,-0.539999982,none,,5,13,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
SYNGR1,0.899999976,none,,14,20,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
SYNGR2,-0.779999971,none,,18,11,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYNGR3,0.83,none,,14,20,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
SYNGR3,0.899999976,none,,14,21,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
SYNJ1,0.674999982,none,,1,16,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
SYNJ1,-0.610000014,none,,1,13,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SYNJ2,-0.600000024,none,,3,62,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
SYNJ2,-0.709999979,none,,3,17,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SYNJ2,-0.88,none,,3,343,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYNJ2,-0.879999995,none,,3,316,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYNJ2BP,-0.89,none,,5,30,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYNJ2BP,-0.879999995,none,,5,27,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYNM,-0.670000017,none,,10,23,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SYNM,-0.9,none,,10,66,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYNM,-0.889999986,none,,10,64,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYNPO,-0.879999995,none,,13,12,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYNPO2,-0.75999999,none,,4,10,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYNPO2L,-1.019999981,none,,6,12,2dw_LD_H_mtof,Top10.dw,LD_H_mtof,mtof,LD,0,1
SYNPO2L,-0.9,none,,6,88,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYNPO2L,-0.913333356,none,,6,84,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYNPR,-0.660000026,none,,12,14,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
SYNPR,-0.716666679,none,,12,33,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYPL1,-0.899999976,none,,1A,13,2dw_LD_H_mtof,Top10.dw,LD_H_mtof,mtof,LD,0,1
SYPL1,-0.93,none,,1A,87,2dw_LDtoNS_H_mtof,Top10.dw,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYPL1,-0.889999986,none,,1A,90,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYS1,0.870000005,none,,20,13,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
SYT1,-0.75,none,,1A,31,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
SYT10,-0.660000026,none,,1A,30,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
SYT10,-0.74000001,none,,1A,15,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
SYT10,-0.680000007,none,,1A,19,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SYT10,-0.9,none,,1A,62,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYT10,-0.910000026,none,,1A,89,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYT10,-0.74000001,none,,1A,23,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
SYT12,-0.769999981,none,,5,15,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
SYT12,-0.78,none,,5,11,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYT12,-0.899999976,none,,5,16,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYT12,-0.670000017,none,,5,16,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
SYT13,-0.889999986,none,,5,94,2dw_LD_H_mtof,Top10.dw,LD_H_mtof,mtof,LD,0,1
SYT13,-0.9,none,,5,53,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYT13,-0.910000026,none,,5,23,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYT13,-0.764999986,none,,5,28,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
SYT14,0.675000012,none,,3,25,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
SYT14,0.930000007,none,,3,72,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
SYT14,-0.710000009,none,,3,25,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SYT15,-0.89,none,,6,85,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYT15,-0.860000014,none,,6,81,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYT16,-0.92,none,,5,20,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYT16,-0.855000019,none,,5,28,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYT16,-0.689999998,none,,5,10,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
SYT17,-0.959999979,none,,14,84,2dw_LD_H_mtof,Top10.dw,LD_H_mtof,mtof,LD,0,1
SYT17,-0.755000025,none,,14,18,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SYT17,-0.89,none,,14,47,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYT17,-0.860000014,none,,14,41,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYT2,0.915000022,none,,26,141,1up_LD_H_mtof,Top10.up,LD_H_mtof,mtof,LD,1,0
SYT2,0.875,none,,26,219,1up_SDT_H_mtof,Top10.up,SDT_H_mtof,mtof,SDT,1,0
SYT2,1.279999971,none,,26,206,1up_SD_H_mtof,Top10.up,SD_H_mtof,mtof,SD,1,0
SYT4,-0.865,none,,Z,19,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYT4,-0.879999995,none,,Z,12,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYT6,-0.520000011,none,,26,32,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
SYT6,-0.709999979,none,,26,11,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
SYT6,-0.87,none,,26,25,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYT6,-0.875,none,,26,32,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYT6,-0.74000001,none,,26,12,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
SYT7,0.660000026,none,,5,11,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
SYT7,-0.629999995,none,,5,54,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
SYT8,-0.81,none,,5,42,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYT8,-0.819999993,none,,5,47,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYT9,-0.74000001,none,,5,21,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
SYT9,-0.764999986,none,,5,21,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYTL2,0.665000022,none,,1,22,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
SYTL2,-0.660000026,none,,4A,20,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
SYTL2,-0.89,none,,1,259,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYTL2,-0.884999991,none,,1,285,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
SYTL3,-0.680000007,none,,3,12,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
SYTL3,-0.87,none,,3,148,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
SYTL3,-0.895000011,none,,3,159,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
