GeneSymbol,LFC.ave,regulatory.function,matrix.family,Chromosome,Coverage,Direction,Top10,ori,catogory,Group,Male_biased,Female_biased
A1CF,-0.800000012,none,,6,14,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
A1CF,-0.955,none,,6,123,2dw_LDtoNS_H_mtof,Top10.dw,LDtoNS_H_mtof,mtof,LDtoNS,0,1
A1CF,-0.935000003,none,,6,116,2dw_SDtoNS_H_mtof,Top10.dw,SDtoNS_H_mtof,mtof,SDtoNS,0,1
A2LD1,-0.769999981,NA,NA,1,13,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
A2M,0.610000014,none,,1,53,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
A2M,0.730000019,none,,1,130,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
A2M,-0.715000004,none,,1,17,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
A2M,-0.91,none,,1,371,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
A2M,-0.889999986,none,,1,355,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
A2ML1,-0.883333333,none,,1,131,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
A2ML1,-0.873333335,none,,1,386,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
A2ML1,-0.930000007,none,,1,15,2dw_SD_H_mtof,Top10.dw,SD_H_mtof,mtof,SD,0,1
A4GALT,-0.89,none,,1A,16,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
A4GALT,-0.844999999,none,,1A,17,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
A4GNT,-0.91,none,,9,20,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
A4GNT,-0.870000005,none,,9,22,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
AACS,-0.540000021,none,,15,11,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
AACS,-0.709999979,none,,15,62,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
AACS,-0.84,none,,15,34,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
AADAC,-0.91,none,,9,32,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
AADAC,-0.875,none,,9,45,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
AADACL4,-0.88,none,,21,18,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
AADACL4,-0.860000015,none,,21,20,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
AADAT,0.689999998,none,,4,11,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
AADAT,0.854999989,none,,4,169,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
AAED1,0.75,none,,Z,53,1up_FW_H_mtof,,FW_H_mtof,mtof,FW,1,0
AAED1,0.800000012,none,,Z,90,1up_CB_H_mtof,Top10.up,CB_H_mtof,mtof,CB,1,0
AAED1,0.970000029,none,,Z,79,1up_LD_H_mtof,Top10.up,LD_H_mtof,mtof,LD,1,0
AAED1,0.730000019,none,,Z,41,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
AAED1,1.059999943,none,,Z,91,1up_SD_H_mtof,Top10.up,SD_H_mtof,mtof,SD,1,0
AAGAB,-0.620000005,none,,10,10,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
AAGAB,-0.85,none,,10,15,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
AAGAB,-0.920000017,none,,10,20,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
AAK1,0.600000024,none,,22,16,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
AAK1,0.9,none,,22,27,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
AAK1,-0.74000001,none,,22,53,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
AAMDC,-0.86,none,,1,17,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
AAMDC,-0.855000019,none,,1,30,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
AAMP,-0.75,none,,7,86,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
AAMP,-0.620000005,none,,7,20,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
AAMP,-0.83,none,,7,65,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
AAMP,-0.824999988,none,,7,93,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
AANAT,-0.84,none,,18,13,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
AANAT,-0.829999983,none,,18,19,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
AARS,-0.620000005,none,,11,11,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
AARS2,0.540000021,none,,3,17,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
AARS2,-0.600000024,none,,3,18,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
AARS2,-0.620000005,none,,3,10,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
AARSD1,-0.925,none,,27,11,2dw_LDtoNS_H_mtof,Top10.dw,LDtoNS_H_mtof,mtof,LDtoNS,0,1
AARSD1,-0.805000007,none,,27,18,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
AASDH,0.879999995,none,,4,10,1up_FW_H_mtof,Top10.up,FW_H_mtof,mtof,FW,1,0
AASDH,-0.610000014,none,,4,33,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
AASDH,-0.713333329,none,,4,47,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
AASDH,-0.91,none,,4,297,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
AASDH,-0.889999986,none,,4,268,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
AASDHPPT,-0.89,none,,1,96,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
AASDHPPT,-0.884999991,none,,1,54,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
AASS,-0.636666655,none,,1A,13,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
AASS,-0.709999979,none,,1A,41,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
AASS,-0.870000005,none,,1A,16,2dw_SDT_H_mtof,Top10.dw,SDT_H_mtof,mtof,SDT,0,1
AASS,-0.86,none,,1A,132,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
AASS,-0.870000005,none,,1A,120,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
AATF,-0.726666669,TF,transcription cofactor,19,10,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
AATF,-0.88,TF,transcription cofactor,19,34,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
AATF,-0.846666654,TF,transcription cofactor,19,38,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABAT,0.590000003,none,,14,32,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
ABAT,1.560000003,none,,14,14,1up_SD_H_mtof,Top10.up,SD_H_mtof,mtof,SD,1,0
ABAT,-0.670000017,none,,14,29,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABCA1,0.594999999,none,,Z,15,1up_FW_H_mtof,,FW_H_mtof,mtof,FW,1,0
ABCA1,0.75,none,,Z,45,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ABCA1,0.613333344,none,,Z,143,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
ABCA1,0.704999984,none,,Z,47,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
ABCA10,0.660000026,none,,18,18,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
ABCA10,-0.74000001,none,,18,139,2dw_CB_H_mtof,Top10.dw,CB_H_mtof,mtof,CB,0,1
ABCA10,-0.9,none,,18,461,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCA10,-0.680000007,none,,18,10,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
ABCA12,-0.89,none,,7,49,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCA12,-0.860000014,none,,7,151,2dw_SD_H_mtof,Top10.dw,SD_H_mtof,mtof,SD,0,1
ABCA13,0.670000017,none,,2,34,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
ABCA13,-0.655000001,none,,2,35,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABCA13,-0.9025,none,,2,15,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCA13,-0.88599999,none,,2,1005,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABCA2,0.589999974,none,,17,30,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
ABCA2,-0.629999995,none,,17,10,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
ABCA2,-0.704999984,none,,17,113,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABCA2,-0.589999974,none,,17,12,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
ABCA3,0.689999998,none,,14,14,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
ABCA3,0.685000003,none,,14,17,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
ABCA3,-0.629999995,none,,14,26,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
ABCA4,-0.89,none,,8,794,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCA5,0.646666686,none,,18,20,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
ABCA5,0.699999988,none,,18,10,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ABCA5,0.697500006,none,,18,27,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
ABCA5,-0.566666663,none,,18,12,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
ABCA9,0.689999998,none,,18,23,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
ABCA9,-0.680000007,none,,18,10,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
ABCB1,0.600000024,none,,2,17,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
ABCB1,-0.724999994,none,,2,20,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABCB1,-0.709999979,none,,2,81,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABCB1,-0.9,none,,2,461,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCB1,-0.896666646,none,,2,461,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABCB1,-0.75,none,,2,13,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
ABCB10,-0.715000004,none,,3,13,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABCB10,-0.680000007,none,,3,10,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABCB10,-0.88,none,,3,108,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCB10,-0.899999976,none,,3,109,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABCB11,0.639999986,none,,7,13,1up_FW_H_mtof,,FW_H_mtof,mtof,FW,1,0
ABCB11,-0.74000001,none,,7,16,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABCB11,-0.9,none,,7,468,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCB11,-0.899999976,none,,7,485,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABCB4,-0.620000005,none,,2,39,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
ABCB4,-0.769999981,none,,2,18,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABCB4,-0.709999979,none,,2,76,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABCB4,-0.9,none,,2,466,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCB6,-0.665000022,none,,7,13,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABCB6,-0.720000029,none,,7,11,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABCB6,-0.88,none,,7,75,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCB7,0.699999988,none,,4A,16,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ABCB9,0.639999986,none,,15,20,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ABCC1,0.709999979,none,,14,60,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ABCC1,-0.579999983,none,,14,25,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
ABCC1,-0.689999998,none,,14,41,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABCC10,-0.540000021,none,,3,26,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
ABCC10,-0.74000001,none,,3,19,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABCC10,-0.74000001,none,,3,19,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABCC10,-0.87,none,,3,122,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCC10,-0.870000005,none,,3,113,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABCC2,-0.883333333,none,,6,84,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCC2,-0.879999995,none,,6,298,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABCC2,-0.660000026,none,,6,45,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
ABCC3,-0.88,none,,18,526,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCC3,-0.875,none,,18,468,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABCC3,-0.829999983,none,,18,10,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
ABCC4,0.74000001,none,,1,56,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ABCC4,0.850000024,none,,1,14,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
ABCC4,-0.620000005,none,,1,66,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
ABCC4,-0.689999998,none,,1,29,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABCC5,0.75999999,none,,9,357,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ABCC6,0.730000019,none,,14,36,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ABCC6,-0.680000007,none,,14,40,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABCC6,-0.89,none,,14,292,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCC6,-0.879999995,none,,14,272,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABCC8,0.75999999,none,,5,83,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ABCC8,-0.529999971,none,,5,28,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
ABCC8,-0.709999979,none,,5,156,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABCC8,-0.85,none,,5,33,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCC8,-0.655000001,none,,5,96,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
ABCC9,-0.560000002,none,,1A,26,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
ABCC9,-0.730000019,none,,1A,24,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABCC9,-0.89,none,,1A,22,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCC9,-0.670000017,none,,1A,19,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
ABCD2,0.699999988,none,,1A,11,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
ABCD2,-0.689999998,none,,1A,35,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABCD2,-0.8425,none,,1A,83,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCD3,-0.639999986,none,,8,11,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
ABCD3,-0.634999991,none,,8,12,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABCD3,-0.86,none,,8,66,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCD3,-0.875,none,,8,44,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABCD4,0.730000019,none,,5,40,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ABCD4,-0.590000003,none,,5,27,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
ABCD4,-0.639999986,none,,5,31,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABCD4,-0.660000026,none,,5,11,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
ABCE1,-0.699999988,none,,4,27,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABCE1,-0.689999998,none,,4,37,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABCE1,-0.79,none,,4,87,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCE1,-0.810000002,none,,4,73,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABCF2,-0.670000017,none,,2,12,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABCF3,-0.675000012,none,,9,33,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABCG1,0.779999971,none,,1,45,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ABCG1,0.86,none,,1,16,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
ABCG2,0.829999983,none,,6,16,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ABCG2,-0.639999986,none,,6,34,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
ABCG2,-0.639999986,none,,4,13,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABCG2,-0.886666667,none,,4,220,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCG2,-0.894999981,none,,4,218,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABCG4,0.574999988,none,,24,11,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
ABCG4,0.790000021,none,,24,22,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
ABCG5,0.670000017,none,,3,23,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
ABCG5,-0.790000021,none,,3,11,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABCG5,-0.89,none,,3,282,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCG5,-0.899999976,none,,3,255,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABCG8,-0.730000019,none,,3,12,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABCG8,-0.91,none,,3,331,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABCG8,-0.899999976,none,,3,295,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABHD10,-0.83,none,,1,14,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABHD10,-0.75999999,none,,1,18,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABHD12,-0.745000005,none,,3,10,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABHD12B,0.75999999,none,,14,10,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
ABHD13,-0.9,none,,1,26,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABHD13,-0.909999997,none,,1,20,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABHD14B,0.959999979,none,,12,10,1up_SDT_H_mtof,Top10.up,SDT_H_mtof,mtof,SDT,1,0
ABHD14B,-0.910000026,none,,12,17,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABHD17B,0.670000017,none,,Z,25,1up_FW_H_mtof,,FW_H_mtof,mtof,FW,1,0
ABHD17B,0.730000019,none,,Z,105,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
ABHD17B,0.949999988,none,,Z,88,1up_LD_H_mtof,Top10.up,LD_H_mtof,mtof,LD,1,0
ABHD17B,0.850000024,none,,Z,78,1up_SDT_H_mtof,Top10.up,SDT_H_mtof,mtof,SDT,1,0
ABHD17B,0.899999976,none,,Z,86,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
ABHD17C,-0.589999974,none,,10,11,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
ABHD17C,-0.639999986,none,,10,23,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABHD17C,-0.77,none,,10,17,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABHD17C,-0.900000006,none,,10,14,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABHD2,0.790000021,none,,10,19,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ABHD2,0.99,none,,10,57,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
ABHD3,-0.639999986,none,,2,14,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
ABHD3,-0.699999989,none,,2,28,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABHD3,-0.84,none,,2,84,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABHD3,-0.829999983,none,,2,55,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABHD5,-0.9,none,,2,45,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABHD6,-0.605000019,none,,12,25,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABI1,0.94,none,,2,27,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
ABI1,0.970000029,none,,2,24,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
ABI1,-0.670000017,none,,2,13,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ABI2,0.675000012,none,,7,15,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
ABI2,0.856666667,none,,7,62,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
ABI2,0.905000001,none,,7,29,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
ABI2,-0.689999998,none,,7,12,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABI3BP,0.882499993,none,,1,63,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ABI3BP,0.789999981,none,,1,52,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
ABI3BP,-0.819999993,none,,1,14,2dw_CB_H_mtof,Top10.dw,CB_H_mtof,mtof,CB,0,1
ABI3BP,-0.862,none,,1,65,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABI3BP,-0.846666674,none,,1,62,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABL1,-0.819999993,TF,V$CABL,17,49,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABLIM2,0.699999988,none,,4,26,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ABLIM3,0.639999986,none,,13,11,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ABLIM3,0.670000017,none,,13,10,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
ABO,-0.910000026,none,,27,31,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABR,0.539999992,none,,19,17,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
ABR,-0.589999974,none,,19,46,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABRA,-0.855,none,,2,35,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABRA,-0.860000014,none,,2,34,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABRACL,-1.01,none,,3,17,2dw_LDtoNS_H_mtof,Top10.dw,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ABRACL,-0.959999979,none,,3,18,2dw_SDtoNS_H_mtof,Top10.dw,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ABTB1,0.719999999,none,,12,25,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ABTB1,-0.639999986,none,,12,13,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
ABTB2,0.649999976,none,,5,20,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
ABTB2,-0.779999971,none,,5,30,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ABTB2,-0.86,none,,5,60,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
